ori,agency_name,state_name,data_year,offense,Population,cleared,actual,crime_rate
MS0240200,Gulfport,Mississippi,2018,violent-crime,71870,134,389,541.255043829136
MS0240200,Gulfport,Mississippi,2019,violent-crime,71870,106,241,335.3276749686935
MS0240200,Gulfport,Mississippi,2020,violent-crime,71870,132,321,446.63976624460827
MS0240200,Gulfport,Mississippi,2021,violent-crime,71870,155,310,431.33435369417003
MS0240200,Gulfport,Mississippi,2022,violent-crime,71870,74,180,250.4522053708084
MT0320100,Missoula,Montana,2018,violent-crime,74428,134,342,459.50448755844576
MT0320100,Missoula,Montana,2019,violent-crime,74428,150,322,432.6328800988875
MT0320100,Missoula,Montana,2020,violent-crime,74428,216,400,537.4321491911646
MT0320100,Missoula,Montana,2021,violent-crime,74428,306,499,670.4466061159778
MT0320100,Missoula,Montana,2022,violent-crime,74428,304,480,644.9185790293976
NB0550100,Lincoln,Nebraska,2018,violent-crime,287401,433,1045,363.6034669329613
NB0550100,Lincoln,Nebraska,2019,violent-crime,287401,411,1115,387.9596800289491
NB0550100,Lincoln,Nebraska,2020,violent-crime,287401,443,1090,379.26103249466775
NB0550100,Lincoln,Nebraska,2021,violent-crime,287401,450,1245,433.19264720721225
NB0550100,Lincoln,Nebraska,2022,violent-crime,287401,416,1123,390.7432472399191
NV0020300,Henderson,Nevada,2018,violent-crime,317189,358,582,183.48681700815604
NV0020300,Henderson,Nevada,2019,violent-crime,317189,389,543,171.19130865193938
NV0020300,Henderson,Nevada,2020,violent-crime,317189,406,687,216.5901087364316
NV0020300,Henderson,Nevada,2021,violent-crime,317189,382,772,243.38801156408323
NV0020300,Henderson,Nevada,2022,violent-crime,317189,539,985,310.54040335572796
NH0064600,Nashua,New Hampshire,2018,violent-crime,89246,56,130,145.66479169934786
NH0064600,Nashua,New Hampshire,2019,violent-crime,89246,67,132,147.90578849472243
NH0064600,Nashua,New Hampshire,2020,violent-crime,89246,48,107,119.89332855254017
NH0064600,Nashua,New Hampshire,2021,violent-crime,89246,52,139,155.7492772785335
NH0064600,Nashua,New Hampshire,2022,violent-crime,89246,87,143,160.23127086928264
NJ0090600,Jersey City,New Jersey,2018,violent-crime,265549,455,1233,464.3210857506524
NJ0090600,Jersey City,New Jersey,2019,violent-crime,265549,575,1393,524.5736191813941
NJ0090600,Jersey City,New Jersey,2020,violent-crime,265549,476,1167,439.4669157104715
NJ0090600,Jersey City,New Jersey,2021,violent-crime,265549,144,491,184.89996196558826
NJ0090600,Jersey City,New Jersey,2022,violent-crime,265549,241,609,229.33620537076018
NM0070100,Las Cruces,New Mexico,2018,violent-crime,102926,139,417,405.14544429978815
NM0070100,Las Cruces,New Mexico,2019,violent-crime,102926,122,520,505.21734061364475
NM0070100,Las Cruces,New Mexico,2020,violent-crime,102926,142,551,535.3360666886889
NM0070100,Las Cruces,New Mexico,2021,violent-crime,102926,178,637,618.8912422517149
NM0070100,Las Cruces,New Mexico,2022,violent-crime,102926,179,704,683.9865534461652
NY0140100,Buffalo,New York,2018,violent-crime,278349,1253,2692,967.1311914179681
NY0140100,Buffalo,New York,2019,violent-crime,278349,1086,2533,910.0086581952871
NY0140100,Buffalo,New York,2020,violent-crime,278349,704,2684,964.2571016960721
NY0140100,Buffalo,New York,2021,violent-crime,278349,609,2427,871.9269693801665
NY0140100,Buffalo,New York,2022,violent-crime,278349,613,2030,729.3002669310829
NC0920100,Raleigh,North Carolina,2018,violent-crime,478956,23,112,23.384193955185864
NC0920100,Raleigh,North Carolina,2019,violent-crime,478956,126,1468,306.49997076975757
NC0920100,Raleigh,North Carolina,2020,violent-crime,478956,395,1913,399.41038425241567
NC0920100,Raleigh,North Carolina,2021,violent-crime,478956,369,2248,469.3541786719448
NC0920100,Raleigh,North Carolina,2022,violent-crime,478956,449,2353,491.27686050493156
ND0080100,Bismarck,North Dakota,2018,violent-crime,73112,143,225,307.74701827333405
ND0080100,Bismarck,North Dakota,2019,violent-crime,73112,133,236,322.79242805558596
ND0080100,Bismarck,North Dakota,2020,violent-crime,73112,138,265,362.45759929970455
ND0080100,Bismarck,North Dakota,2021,violent-crime,73112,118,217,296.80490206805996
ND0080100,Bismarck,North Dakota,2022,violent-crime,73112,132,231,315.95360542728963
OHCLP0000,Cleveland,Ohio,2018,violent-crime,382817,805,5996,1566.2836289924428
OHCLP0000,Cleveland,Ohio,2019,violent-crime,382817,915,5842,1526.0555304492748
OHCLP0000,Cleveland,Ohio,2020,violent-crime,382817,842,6370,1663.980439740137
OHCLP0000,Cleveland,Ohio,2021,violent-crime,382817,910,6442,1682.7883819161636
OHCLP0000,Cleveland,Ohio,2022,violent-crime,382817,778,5870,1533.369730184396
OK0720500,Tulsa,Oklahoma,2018,violent-crime,400669,1186,4294,1071.7075690906959
OK0720500,Tulsa,Oklahoma,2019,violent-crime,400669,1236,3964,989.3453199523797
OK0720500,Tulsa,Oklahoma,2020,violent-crime,400669,1624,4555,1136.8486206819096
OK0720500,Tulsa,Oklahoma,2021,violent-crime,400669,1294,4502,1123.6207443051496
OK0720500,Tulsa,Oklahoma,2022,violent-crime,400669,902,3810,950.9096036878321
OR0240200,Salem,Oregon,2018,violent-crime,173442,448,727,419.16029566079726
OR0240200,Salem,Oregon,2019,violent-crime,173442,473,712,410.5118714036969
OR0240200,Salem,Oregon,2020,violent-crime,173442,419,709,408.7821865522768
OR0240200,Salem,Oregon,2021,violent-crime,173442,485,824,475.0867725233796
OR0240200,Salem,Oregon,2022,violent-crime,173442,533,866,499.30236044326057
PAPPD0000,Pittsburgh,Pennsylvania,2018,violent-crime,301048,1047,1751,581.6348223539104
PAPPD0000,Pittsburgh,Pennsylvania,2019,violent-crime,301048,918,1574,522.8402115277298
PAPPD0000,Pittsburgh,Pennsylvania,2020,violent-crime,301048,887,1530,508.22460205681483
PAPPD0000,Pittsburgh,Pennsylvania,2022,violent-crime,301048,885,1536,510.2176397119396
RI0040200,Cranston,Rhode Island,2018,violent-crime,81274,72,118,145.18788296380146
RI0040200,Cranston,Rhode Island,2019,violent-crime,81274,78,127,156.2615350542609
RI0040200,Cranston,Rhode Island,2020,violent-crime,81274,68,112,137.8054482368285
RI0040200,Cranston,Rhode Island,2021,violent-crime,81274,60,113,139.03585402465734
RI0040200,Cranston,Rhode Island,2022,violent-crime,81274,54,98,120.57976720722495
SC0400100,Columbia,South Carolina,2018,violent-crime,136632,407,1055,772.1470812108437
SC0400100,Columbia,South Carolina,2019,violent-crime,136632,419,1039,760.4367937232859
SC0400100,Columbia,South Carolina,2020,violent-crime,136632,403,1002,733.3567539083085
SC0400100,Columbia,South Carolina,2021,violent-crime,136632,253,962,704.0810351894139
SC0400100,Columbia,South Carolina,2022,violent-crime,136632,212,825,603.8116985772001
SD0510100,Rapid City,South Dakota,2018,violent-crime,75443,189,492,652.1479792691171
SD0510100,Rapid City,South Dakota,2019,violent-crime,75443,215,540,715.7721723685431
SD0510100,Rapid City,South Dakota,2020,violent-crime,75443,230,668,885.436687300346
SD0510100,Rapid City,South Dakota,2021,violent-crime,75443,174,535,709.1446522540195
SD0510100,Rapid City,South Dakota,2022,violent-crime,75443,213,532,705.1681401853054
TNMPD0000,Memphis,Tennessee,2018,violent-crime,650618,3210,12783,1964.7473632761466
TNMPD0000,Memphis,Tennessee,2019,violent-crime,650618,3479,12500,1921.2502574475345
TNMPD0000,Memphis,Tennessee,2020,violent-crime,650618,3819,15404,2367.5951172577456
TNMPD0000,Memphis,Tennessee,2021,violent-crime,650618,3373,15816,2430.9195257432166
TNMPD0000,Memphis,Tennessee,2022,violent-crime,650618,3170,15129,2325.3276115939
TXSPD0000,San Antonio,Texas,2018,violent-crime,1532233,2292,9647,629.6039832062095
TXSPD0000,San Antonio,Texas,2019,violent-crime,1532233,2680,11046,720.9086346528237
TXSPD0000,San Antonio,Texas,2020,violent-crime,1532233,2915,11713,764.4398730480286
TXSPD0000,San Antonio,Texas,2021,violent-crime,1532233,2060,11155,728.022435230151
TXSPD0000,San Antonio,Texas,2022,violent-crime,1532233,2374,12935,844.1927565846709
VT0040300,South Burlington,Vermont,2018,violent-crime,20292,14,30,147.84151389710232
VT0040300,South Burlington,Vermont,2019,violent-crime,20292,12,17,83.77685787502465
VT0040300,South Burlington,Vermont,2020,violent-crime,20292,24,30,147.84151389710232
VT0040300,South Burlington,Vermont,2021,violent-crime,20292,38,49,241.47447269860044
VT0040300,South Burlington,Vermont,2022,violent-crime,20292,40,60,295.68302779420463
VA1170000,Norfolk,Virginia,2018,violent-crime,244076,192,1152,471.9841360887592
VA1170000,Norfolk,Virginia,2019,violent-crime,244076,253,1342,549.8287418672872
VA1170000,Norfolk,Virginia,2020,violent-crime,244076,384,1568,642.422851898589
VA1170000,Norfolk,Virginia,2021,violent-crime,244076,499,1811,741.9820056048117
VA1170000,Norfolk,Virginia,2022,violent-crime,244076,502,1640,671.9218604041365
WA0320400,Spokane,Washington,2018,violent-crime,219190,554,1769,807.0623659838498
WA0320400,Spokane,Washington,2019,violent-crime,219190,573,1547,705.7803731922077
WA0320400,Spokane,Washington,2020,violent-crime,219190,494,1373,626.3971896528126
WA0320400,Spokane,Washington,2021,violent-crime,219190,480,1481,675.6695104703682
WA0320400,Spokane,Washington,2022,violent-crime,219190,544,1541,703.0430220356768
WV0060200,Huntington,West Virginia,2018,violent-crime,46048,91,410,890.3752605976373
WV0060200,Huntington,West Virginia,2019,violent-crime,46048,66,331,718.815149409312
WV0060200,Huntington,West Virginia,2020,violent-crime,46048,68,368,799.1660875608061
WV0060200,Huntington,West Virginia,2021,violent-crime,46048,54,293,636.2925642807505
WV0060200,Huntington,West Virginia,2022,violent-crime,46048,57,288,625.4343293954136
WI0130100,Madison,Wisconsin,2018,violent-crime,258054,598,1011,391.77846497244764
WI0130100,Madison,Wisconsin,2019,violent-crime,258054,541,949,367.752485913801
WI0130100,Madison,Wisconsin,2020,violent-crime,258054,488,854,330.93848574329405
WI0130100,Madison,Wisconsin,2021,violent-crime,258054,499,828,320.8630751703132
WI0130100,Madison,Wisconsin,2022,violent-crime,258054,582,810,313.8877909274803
WY0130100,Casper,Wyoming,2018,violent-crime,57461,63,117,203.61636588294667
WY0130100,Casper,Wyoming,2019,violent-crime,57461,107,156,271.4884878439289
WY0130100,Casper,Wyoming,2020,violent-crime,57461,50,124,215.79854161953324
AL0010200,Birmingham,Alabama,2018,violent-crime,197575,861,4025,2037.2010628875112
AL0010200,Birmingham,Alabama,2020,violent-crime,197575,241,866,438.3145640895862
AL0010200,Birmingham,Alabama,2021,violent-crime,197575,322,3134,1586.2330760470709
AL0010200,Birmingham,Alabama,2022,violent-crime,197575,393,3280,1660.1290649120588
AK0010200,Fairbanks,Alaska,2018,violent-crime,31516,121,193,612.3873588018783
AK0010200,Fairbanks,Alaska,2019,violent-crime,31516,116,247,783.728899606549
AK0010200,Fairbanks,Alaska,2020,violent-crime,31516,115,260,824.9777890595253
AK0010200,Fairbanks,Alaska,2021,violent-crime,31516,87,257,815.458814570377
AK0010200,Fairbanks,Alaska,2022,violent-crime,31516,111,271,859.8806955197359
AZ0071700,Mesa,Arizona,2018,violent-crime,508958,884,1837,360.9335151427033
AZ0071700,Mesa,Arizona,2019,violent-crime,508958,823,1953,383.7251796808381
AZ0071700,Mesa,Arizona,2020,violent-crime,508958,813,1994,391.78085421586854
AZ0071700,Mesa,Arizona,2021,violent-crime,508958,915,2113,415.1619583541275
AZ0071700,Mesa,Arizona,2022,violent-crime,508958,967,2193,430.88034769077217
AR0660100,Fort Smith,Arkansas,2018,violent-crime,89142,544,734,823.4053532566019
AR0660100,Fort Smith,Arkansas,2019,violent-crime,89142,668,862,966.9964775302327
AR0660100,Fort Smith,Arkansas,2020,violent-crime,89142,696,1031,1156.581633797761
AR0660100,Fort Smith,Arkansas,2021,violent-crime,89142,688,998,1119.5620470709653
AR0660100,Fort Smith,Arkansas,2022,violent-crime,89142,733,940,1054.4973188844765
CA0431300,San Jose,California,2018,violent-crime,1030119,1393,4444,431.4064685730484
CA0431300,San Jose,California,2019,violent-crime,1030119,1578,4559,442.57022732325095
CA0431300,San Jose,California,2020,violent-crime,1030119,1537,4375,424.7082133229268
CA0431300,San Jose,California,2022,violent-crime,1030119,1895,5046,489.8463187262831
CO0010100,Aurora,Colorado,2018,violent-crime,374114,1036,2739,732.1297786236281
CO0010100,Aurora,Colorado,2019,violent-crime,374114,1130,2819,753.5136348813463
CO0010100,Aurora,Colorado,2020,violent-crime,374114,1145,3476,929.1285543978573
CO0010100,Aurora,Colorado,2021,violent-crime,374114,1252,3938,1052.6203242861802
CO0010100,Aurora,Colorado,2022,violent-crime,374114,1260,4225,1129.3349086107444
CT0009300,New Haven,Connecticut,2018,violent-crime,134023,541,1114,831.2006148198443
CT0009300,New Haven,Connecticut,2019,violent-crime,134023,482,1168,871.4922065615604
CT0009300,New Haven,Connecticut,2020,violent-crime,134023,299,930,693.9107466628863
CT0009300,New Haven,Connecticut,2021,violent-crime,134023,311,827,617.058266118502
CT0009300,New Haven,Connecticut,2022,violent-crime,134023,302,756,564.0822843840236
DE0020500,Newark,Delaware,2018,violent-crime,33673,69,101,299.94357497104505
DE0020500,Newark,Delaware,2019,violent-crime,33673,69,91,270.24619131054556
DE0020500,Newark,Delaware,2020,violent-crime,33673,43,82,243.518546016096
DE0020500,Newark,Delaware,2021,violent-crime,33673,71,99,294.0040982389452
DE0020500,Newark,Delaware,2022,violent-crime,33673,66,85,252.42776111424584
FL0290200,Tampa,Florida,2018,violent-crime,384959,1016,1598,415.1091414929902
FL0290200,Tampa,Florida,2019,violent-crime,384959,996,1622,421.3435716530852
FL0290200,Tampa,Florida,2020,violent-crime,384959,1157,2119,550.4482295517186
FL0290200,Tampa,Florida,2021,violent-crime,384959,737,1712,444.7226847534413
FL0290200,Tampa,Florida,2022,violent-crime,384959,874,1938,503.43023542766895
ID0140200,Nampa,Idaho,2018,violent-crime,96252,115,257,267.0074388064663
ID0140200,Nampa,Idaho,2019,violent-crime,96252,152,294,305.44819847899265
ID0140200,Nampa,Idaho,2020,violent-crime,96252,177,328,340.77213979969247
ID0140200,Nampa,Idaho,2021,violent-crime,96252,188,370,384.40759672526286
ID0140200,Nampa,Idaho,2022,violent-crime,96252,165,392,407.26426463865687
IL0221400,Naperville,Illinois,2018,violent-crime,148304,0,128,86.3092027187399
IL0221400,Naperville,Illinois,2019,violent-crime,148304,0,92,62.03473945409429
IL0221400,Naperville,Illinois,2020,violent-crime,148304,0,99,66.75477397777539
IL0221400,Naperville,Illinois,2021,violent-crime,148304,12,42,28.320207142086524
IL0221400,Naperville,Illinois,2022,violent-crime,148304,26,78,52.594670406732114
IN0820100,Evansville,Indiana,2018,violent-crime,117963,356,675,572.2133211261158
IN0820100,Evansville,Indiana,2019,violent-crime,117963,393,721,611.2085993065623
IN0820100,Evansville,Indiana,2020,violent-crime,117963,584,1188,1007.0954451819639
IN0820100,Evansville,Indiana,2021,violent-crime,117963,481,874,740.9102854284818
IN0820100,Evansville,Indiana,2022,violent-crime,117963,448,832,705.3059010028569
IA0820200,Davenport,Iowa,2018,violent-crime,102085,244,651,637.7038742224616
IA0820200,Davenport,Iowa,2019,violent-crime,102085,240,609,596.5616887887545
IA0820200,Davenport,Iowa,2020,violent-crime,102085,233,746,730.7635793701328
IA0820200,Davenport,Iowa,2021,violent-crime,102085,232,670,656.3158152519959
IA0820200,Davenport,Iowa,2022,violent-crime,102085,257,701,686.6826664054464
KY1140100,Bowling Green,Kentucky,2018,violent-crime,68401,62,217,317.2468238768439
KY1140100,Bowling Green,Kentucky,2019,violent-crime,68401,64,212,309.93698922530376
KY1140100,Bowling Green,Kentucky,2020,violent-crime,68401,95,262,383.0353357407056
KY1140100,Bowling Green,Kentucky,2021,violent-crime,68401,78,242,353.79599713454485
KY1140100,Bowling Green,Kentucky,2022,violent-crime,68401,94,212,309.93698922530376
LA0090100,Shreveport,Louisiana,2018,violent-crime,185902,351,1588,854.2135103441599
LA0090100,Shreveport,Louisiana,2019,violent-crime,185902,316,1462,786.4358640574067
LA0090100,Shreveport,Louisiana,2020,violent-crime,185902,278,1713,921.4532388032404
LA0090100,Shreveport,Louisiana,2021,violent-crime,185902,309,1686,906.929457456079
LA0090100,Shreveport,Louisiana,2022,violent-crime,185902,287,1466,788.5875353680972
ME0100100,Bangor,Maine,2018,violent-crime,31997,57,56,175.01640778823014
ME0100100,Bangor,Maine,2019,violent-crime,31997,39,35,109.38525486764385
ME0100100,Bangor,Maine,2020,violent-crime,31997,50,51,159.38994280713817
ME0100100,Bangor,Maine,2021,violent-crime,31997,35,63,196.8934587617589
ME0100100,Bangor,Maine,2022,violent-crime,31997,29,52,162.51523580335657
MA0071800,Springfield,Massachusetts,2018,violent-crime,155032,444,1541,993.9883378915321
MA0071800,Springfield,Massachusetts,2019,violent-crime,155032,405,1398,901.7493162701893
MA0071800,Springfield,Massachusetts,2020,violent-crime,155032,444,1482,955.9316786211879
MA0071800,Springfield,Massachusetts,2021,violent-crime,155032,435,1443,930.7755818153671
MA0071800,Springfield,Massachusetts,2022,violent-crime,155032,406,1337,862.4026007533928
MI5080600,Warren,Michigan,2018,violent-crime,134587,334,697,517.8806274008633
MI5080600,Warren,Michigan,2019,violent-crime,134587,345,652,484.4450058326584
MI5080600,Warren,Michigan,2020,violent-crime,134587,357,688,511.1935030872224
MI5080600,Warren,Michigan,2021,violent-crime,134587,425,729,541.6570694049202
MI5080600,Warren,Michigan,2022,violent-crime,134587,396,670,497.8192544599404
MN0550100,Rochester,Minnesota,2018,violent-crime,117902,136,227,192.53278146257063
MN0550100,Rochester,Minnesota,2019,violent-crime,117902,137,245,207.7996980543163
MN0550100,Rochester,Minnesota,2020,violent-crime,117902,138,260,220.52212854743772
MN0550100,Rochester,Minnesota,2021,violent-crime,117902,155,292,247.66331359943
MN0550100,Rochester,Minnesota,2022,violent-crime,117902,165,271,229.85191090906008
MS0170100,Southaven,Mississippi,2018,violent-crime,54944,24,68,123.76237623762377
MS0170100,Southaven,Mississippi,2019,violent-crime,54944,46,94,171.08328479906814
MS0170100,Southaven,Mississippi,2020,violent-crime,54944,64,123,223.86429819452533
MS0170100,Southaven,Mississippi,2021,violent-crime,54944,94,160,291.20559114735
MS0170100,Southaven,Mississippi,2022,violent-crime,54944,57,128,232.96447291788004
MO0390300,Springfield,Missouri,2018,violent-crime,168122,1061,2218,1319.2800466328024
MO0390300,Springfield,Missouri,2019,violent-crime,168122,1263,2571,1529.246618527022
MO0390300,Springfield,Missouri,2020,violent-crime,168122,1117,2672,1589.3220399471813
MO0390300,Springfield,Missouri,2021,violent-crime,168122,1185,2668,1586.9428153364818
MO0390300,Springfield,Missouri,2022,violent-crime,168122,1022,2408,1432.2932156410225
MT0070100,Great Falls,Montana,2018,violent-crime,58701,185,336,572.3922931466244
MT0070100,Great Falls,Montana,2019,violent-crime,58701,233,309,526.3964838759135
MT0070100,Great Falls,Montana,2020,violent-crime,58701,197,275,468.475835164648
MT0070100,Great Falls,Montana,2021,violent-crime,58701,237,326,555.3568082315463
MT0070100,Great Falls,Montana,2022,violent-crime,58701,218,300,511.0645474523432
NB0770100,Bellevue,Nebraska,2018,violent-crime,53627,45,127,236.82100434482632
NB0770100,Bellevue,Nebraska,2019,violent-crime,53627,42,118,220.03841348574412
NB0770100,Bellevue,Nebraska,2020,violent-crime,53627,45,98,182.7437671322282
NB0770100,Bellevue,Nebraska,2021,violent-crime,53627,36,83,154.77278236709122
NB0770100,Bellevue,Nebraska,2022,violent-crime,53627,25,115,214.44421653271672
NV0160100,Reno,Nevada,2018,violent-crime,259746,657,1636,629.8460804016231
NV0160100,Reno,Nevada,2019,violent-crime,259746,570,1431,550.9228246055762
NV0160100,Reno,Nevada,2020,violent-crime,259746,597,1578,607.5165738837171
NV0160100,Reno,Nevada,2021,violent-crime,259746,604,1548,595.9668291330761
NV0160100,Reno,Nevada,2022,violent-crime,259746,655,1565,602.5116844917727
NH0071600,Concord,New Hampshire,2018,violent-crime,43412,47,105,241.86860775822356
NH0071600,Concord,New Hampshire,2019,violent-crime,43412,32,68,156.6387174053257
NH0071600,Concord,New Hampshire,2020,violent-crime,43412,43,85,195.79839675665716
NH0071600,Concord,New Hampshire,2021,violent-crime,43412,24,63,145.12116465493412
NH0071600,Concord,New Hampshire,2022,violent-crime,43412,30,61,140.5141435547775
NJ0160800,Paterson,New Jersey,2018,violent-crime,145627,265,1076,738.8739725462998
NJ0160800,Paterson,New Jersey,2019,violent-crime,145627,367,1219,837.0700488233638
NJ0160800,Paterson,New Jersey,2020,violent-crime,145627,426,1432,983.3341344668227
NJ0160800,Paterson,New Jersey,2021,violent-crime,145627,208,623,427.8052833609152
NM0230600,Rio Rancho,New Mexico,2018,violent-crime,98023,112,197,200.97324097405712
NM0230600,Rio Rancho,New Mexico,2019,violent-crime,98023,79,189,192.81189108678575
NM0230600,Rio Rancho,New Mexico,2020,violent-crime,98023,44,75,76.51265519316894
NM0230600,Rio Rancho,New Mexico,2021,violent-crime,98023,243,446,454.99525621537805
NM0230600,Rio Rancho,New Mexico,2022,violent-crime,98023,214,491,500.90284933127936
NY0590700,Yonkers,New York,2018,violent-crime,211569,288,706,333.6972807925547
NY0590700,Yonkers,New York,2019,violent-crime,211569,307,708,334.6425988684543
NY0590700,Yonkers,New York,2020,violent-crime,211569,283,653,308.64635178121557
NY0590700,Yonkers,New York,2021,violent-crime,211569,265,551,260.43512991033657
NY0590700,Yonkers,New York,2022,violent-crime,211569,343,645,304.86507947761726
NC0410200,Greensboro,North Carolina,2018,violent-crime,298329,607,1860,623.4727431795098
NC0410200,Greensboro,North Carolina,2019,violent-crime,298329,455,2454,822.5817805174825
NC0410200,Greensboro,North Carolina,2020,violent-crime,298329,661,2713,909.3986840032313
NC0410200,Greensboro,North Carolina,2021,violent-crime,298329,648,2633,882.5826520385212
NC0410200,Greensboro,North Carolina,2022,violent-crime,298329,579,2447,820.2353777205701
ND0180100,Grand Forks,North Dakota,2018,violent-crime,56948,54,151,265.1541757392709
ND0180100,Grand Forks,North Dakota,2019,violent-crime,56948,82,168,295.00597035892395
ND0180100,Grand Forks,North Dakota,2020,violent-crime,56948,73,164,287.9820186837115
ND0180100,Grand Forks,North Dakota,2021,violent-crime,56948,87,174,305.54189787174266
ND0180100,Grand Forks,North Dakota,2022,violent-crime,56948,89,172,302.0299220341364
OHCIP0000,Cincinnati,Ohio,2018,violent-crime,302605,1262,2579,852.2661555493135
OHCIP0000,Cincinnati,Ohio,2019,violent-crime,302605,1178,2605,860.8582145040565
OHCIP0000,Cincinnati,Ohio,2020,violent-crime,302605,1332,2757,911.0887130087078
OHCIP0000,Cincinnati,Ohio,2021,violent-crime,302605,1219,2533,837.0648204755374
OHCIP0000,Cincinnati,Ohio,2022,violent-crime,302605,1274,2591,856.2317212207333
OK0140200,Norman,Oklahoma,2018,violent-crime,123471,189,348,281.84755934591925
OK0140200,Norman,Oklahoma,2019,violent-crime,123471,213,349,282.6574661256489
OK0140200,Norman,Oklahoma,2020,violent-crime,123471,245,380,307.7645762972682
OK0140200,Norman,Oklahoma,2021,violent-crime,123471,250,414,335.30140680807636
OK0140200,Norman,Oklahoma,2022,violent-crime,123471,258,391,316.67355087429434
OR0200200,Eugene,Oregon,2018,violent-crime,171245,334,669,390.6683406814797
OR0200200,Eugene,Oregon,2019,violent-crime,171245,397,682,398.25980320593305
OR0200200,Eugene,Oregon,2020,violent-crime,171245,403,691,403.51543110747764
OR0200200,Eugene,Oregon,2021,violent-crime,171245,424,723,422.2021080907472
OR0200200,Eugene,Oregon,2022,violent-crime,171245,353,662,386.58063009138954
PA0390100,Allentown,Pennsylvania,2018,violent-crime,126238,153,412,326.36765474738195
PA0390100,Allentown,Pennsylvania,2019,violent-crime,126238,146,471,373.10477035440994
PA0390100,Allentown,Pennsylvania,2020,violent-crime,126238,168,423,335.0813542673363
PA0390100,Allentown,Pennsylvania,2022,violent-crime,126238,85,177,140.211346821084
RI0020300,Warwick,Rhode Island,2018,violent-crime,80847,32,68,84.10949076650958
RI0020300,Warwick,Rhode Island,2019,violent-crime,80847,38,76,94.00472497433424
RI0020300,Warwick,Rhode Island,2020,violent-crime,80847,27,66,81.63568221455341
RI0020300,Warwick,Rhode Island,2021,violent-crime,80847,31,66,81.63568221455341
RI0020300,Warwick,Rhode Island,2022,violent-crime,80847,41,63,77.92496938661917
SC0100800,North Charleston,South Carolina,2018,violent-crime,114852,346,1060,922.9268972242538
SC0100800,North Charleston,South Carolina,2019,violent-crime,114852,350,1119,974.2973565980567
SC0100800,North Charleston,South Carolina,2020,violent-crime,114852,377,1362,1185.8739943579565
SC0100800,North Charleston,South Carolina,2021,violent-crime,114852,403,1244,1083.1330756103507
SC0100800,North Charleston,South Carolina,2022,violent-crime,114852,308,1123,977.78009960645
SD0060100,Aberdeen,South Dakota,2018,violent-crime,28562,84,125,437.6444226594776
SD0060100,Aberdeen,South Dakota,2019,violent-crime,28562,96,165,577.6906379105105
SD0060100,Aberdeen,South Dakota,2020,violent-crime,28562,94,151,528.674462572649
SD0060100,Aberdeen,South Dakota,2021,violent-crime,28562,80,122,427.1409565156502
SD0060100,Aberdeen,South Dakota,2022,violent-crime,28562,72,103,360.61900427140955
TN0470100,Knoxville,Tennessee,2018,violent-crime,187500,772,1522,811.7333333333333
TN0470100,Knoxville,Tennessee,2019,violent-crime,187500,646,1248,665.5999999999999
TN0470100,Knoxville,Tennessee,2020,violent-crime,187500,693,1538,820.2666666666668
TN0470100,Knoxville,Tennessee,2021,violent-crime,187500,683,1597,851.7333333333333
TN0470100,Knoxville,Tennessee,2022,violent-crime,187500,732,1640,874.6666666666666
TXDPD0000,Dallas,Texas,2018,violent-crime,1356785,2059,10338,761.9482821522938
TXDPD0000,Dallas,Texas,2019,violent-crime,1356785,2251,11850,873.3881934131052
TXDPD0000,Dallas,Texas,2020,violent-crime,1356785,2437,12243,902.3537259035146
TXDPD0000,Dallas,Texas,2021,violent-crime,1356785,2578,11140,821.0586054533327
TXDPD0000,Dallas,Texas,2022,violent-crime,1356785,2097,10009,737.6997829427655
UT0250600,Provo,Utah,2018,violent-crime,118178,131,209,176.8518675218738
UT0250600,Provo,Utah,2019,violent-crime,118178,113,135,114.23445988255004
UT0250600,Provo,Utah,2020,violent-crime,118178,119,167,141.312257780636
UT0250600,Provo,Utah,2021,violent-crime,118178,79,142,120.15772817275635
UT0250600,Provo,Utah,2022,violent-crime,118178,116,168,142.15843896495116
VT0040500,Colchester,Vermont,2018,violent-crime,17524,9,14,79.89043597352203
VT0040500,Colchester,Vermont,2019,violent-crime,17524,16,24,136.95503309746633
VT0040500,Colchester,Vermont,2020,violent-crime,17524,9,14,79.89043597352203
VT0040500,Colchester,Vermont,2021,violent-crime,17524,25,29,165.4873316594385
VT0040500,Colchester,Vermont,2022,violent-crime,17524,29,45,256.7906870577494
VA1030000,Chesapeake,Virginia,2018,violent-crime,242634,399,988,407.1976722141168
VA1030000,Chesapeake,Virginia,2019,violent-crime,242634,461,1130,465.72203401007283
VA1030000,Chesapeake,Virginia,2020,violent-crime,242634,414,1039,428.21698525350945
VA1030000,Chesapeake,Virginia,2021,violent-crime,242634,408,1167,480.97133954845566
VA1030000,Chesapeake,Virginia,2022,violent-crime,242634,389,1059,436.4598531120948
WA0270300,Tacoma,Washington,2018,violent-crime,216279,834,1891,874.3336153764351
WA0270300,Tacoma,Washington,2019,violent-crime,216279,700,1864,861.8497403816367
WA0270300,Tacoma,Washington,2020,violent-crime,216279,671,1874,866.4733977871175
WA0270300,Tacoma,Washington,2021,violent-crime,216279,725,2640,1220.6455550469532
WA0270300,Tacoma,Washington,2022,violent-crime,216279,872,3526,1630.3016011725597
WV0310100,Morgantown,West Virginia,2018,violent-crime,30955,45,87,281.0531416572444
